winner_rank,drafter_label,total_score,slot_index,player_name,team,actual_rs,slot_mult,card_boost,saved_at
,,,,L. Dončić,LAL,,,1.0,
,,,,O. Ighodaro,PHX,,,4.6,
,,,,J. Edwards,PHI,,,4.6,
,,,,C. Williams,UTAH,,,4.4,
,,,,E. Harkless,UTAH,,,4.2,
,,,,A. Bailey,UTAH,,,4.0,
,,,,C. Williams,UTAH,,,4.8,
,,,,J. Edwards,PHI,,,4.6,
,,,,O. Ighodaro,PHX,,,4.2,
,,,,M. Raynaud,SAC,,,3.2,
,,,,A. Bailey,UTAH,,,4.0,
,,,,C. Williams,UTAH,,,4.8,
,,,,E. Harkless,UTAH,,,4.6,
,,,,J. Edwards,PHI,,,4.4,
,,,,D. Plowden,SAC,,,4.2,
,,,,L. Dončić,LAL,,,1.0,
,,,,V. Edgecombe,PHI,,,2.8,
,,,,Q. Grimes,PHI,,,3.2,
,,,,J. Edwards,PHI,,,4.4,
,,,,M. Raynaud,SAC,,,3.2,
,,,,L. Dončić,LAL,,,1.0,
,,,,A. Bailey,UTAH,,,3.8,
,,,,C. Williams,UTAH,,,4.6,
,,,,J. Edwards,PHI,,,4.4,
,,,,A. Garcia,UTAH,,,3.7,
,,,,L. Dončić,LAL,,,1.0,
,,,,A. Bailey,UTAH,,,3.8,
,,,,C. Gillespie,PHX,,,2.8,
,,,,C. Williams,UTAH,,,4.4,
,,,,J. Edwards,PHI,,,4.2,
