winner_rank,drafter_label,total_score,slot_index,player_name,team,actual_rs,slot_mult,card_boost,saved_at
1,anonymoususer,68.07,1,Paul Reed,DET,2.6,5.0,,2026-01-08T18:00:00+00:00
1,anonymoususer,68.07,2,Peyton Watson,DEN,5.2,3.6,,2026-01-08T18:00:00+00:00
1,anonymoususer,68.07,3,Isaiah Stewart,DET,5.5,3.7,,2026-01-08T18:00:00+00:00
1,anonymoususer,68.07,4,Day'Ron Sharpe,BKN,2.1,3.7,,2026-01-08T18:00:00+00:00
1,anonymoususer,68.07,5,Caleb Love,POR,2.0,4.0,,2026-01-08T18:00:00+00:00
2,batzball,67.62,1,Peyton Watson,DEN,5.2,3.8,,2026-01-08T18:00:00+00:00
2,batzball,67.62,2,Justin Champagnie,TOR,2.0,3.6,,2026-01-08T18:00:00+00:00
2,batzball,67.62,3,Isaiah Stewart,DET,5.5,3.7,,2026-01-08T18:00:00+00:00
2,batzball,67.62,4,Collin Murray-Boyles,TOR,2.2,4.3,,2026-01-08T18:00:00+00:00
2,batzball,67.62,5,Paul Reed,DET,2.6,4.2,,2026-01-08T18:00:00+00:00
3,mohir6,67.39,1,Jamal Murray,DEN,6.4,2.2,,2026-01-08T18:00:00+00:00
3,mohir6,67.39,2,Paolo Banchero,ORL,3.8,2.5,,2026-01-08T18:00:00+00:00
3,mohir6,67.39,3,Paul Reed,DET,2.6,4.6,,2026-01-08T18:00:00+00:00
3,mohir6,67.39,4,Daniss Jenkins,DET,3.4,4.0,,2026-01-08T18:00:00+00:00
3,mohir6,67.39,5,Isaiah Stewart,DET,5.5,3.3,,2026-01-08T18:00:00+00:00
4,lxz_,66.36,1,Jaden Ivey,CHI,1.4,5.0,,2026-01-08T18:00:00+00:00
4,lxz_,66.36,2,Ayo Dosunmu,CHI,4.4,3.3,,2026-01-08T18:00:00+00:00
4,lxz_,66.36,3,Steven Adams,MEM,2.6,3.9,,2026-01-08T18:00:00+00:00
4,lxz_,66.36,4,Isaiah Stewart,DET,5.5,3.5,,2026-01-08T18:00:00+00:00
4,lxz_,66.36,5,Peyton Watson,DEN,5.2,3.0,,2026-01-08T18:00:00+00:00
