player_name,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Reed Sheppard,6.7,1.5,44,,23.6,highest_value
Darius Garland,8.1,0.9,17,,23.6,highest_value
Simone Fontecchio,3.7,3.0,5,,18.7,highest_value
Dyson Daniels,6.3,0.9,29,,18.2,highest_value
Keldon Johnson,4.8,1.7,4,,17.6,highest_value
Mouhamed Gueye,3.5,3.0,1,,17.5,highest_value
Ryan Nembhard,3.4,3.0,7,,17.2,highest_value
Bam Adebayo,6.5,0.6,324,,16.8,highest_value
Bez Mbeng,3.2,3.0,2,,15.9,highest_value
Elijah Harkless,3.2,3.0,45,,15.8,highest_value
Jamir Watkins,3.1,3.0,4,,15.7,highest_value
Ace Bailey,3.9,1.9,506,,15.3,highest_value
Derrick Jones Jr.,3.9,1.9,3,,15.3,highest_value
Jarace Walker,3.4,2.2,13,,14.5,highest_value
