player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Jaylin Williams,,4.8,2.9,48,,23.5,highest_value
Will Richard,,4.4,3.0,8,,22.1,highest_value
Gui Santos,,3.5,3.0,252,,17.4,highest_value
Dylan Harper,,4.3,1.8,8,,16.5,highest_value
Aaron Wiggins,,3.7,2.4,14,,16.1,highest_value
Alperen Şengün,,6.6,0.4,388,,15.8,highest_value
Pat Spencer,,3.1,3.0,12,,15.7,highest_value
Jarrett Allen,,5.1,1.0,224,,15.4,highest_value
Cason Wallace,,3.4,2.0,1500,,14.5,highest_value
Gary Payton II,,2.9,3.0,1,,14.4,highest_value
Keon Ellis,,2.9,3.0,11,,14.3,highest_value
Jalen Duren,,5.2,0.7,189,,14.1,highest_value
Josh Okogie,,2.8,3.0,5,,14.0,highest_value
