player_name,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Jared McCain,4.1,3.0,77,,20.5,highest_value
Christian Braun,5.4,1.7,5,,19.9,highest_value
Brice Sensabaugh,4.5,2.1,128,,18.4,highest_value
Gary Payton II,3.5,3.0,42,,17.6,highest_value
Ayo Dosunmu,4.7,1.4,317,,15.8,highest_value
Jalen Slawson,3.5,2.6,1,,15.5,highest_value
Donovan Clingan,5.2,0.9,75,,15.2,highest_value
Daniel Gafford,3.7,2.1,2,,15.1,highest_value
LeBron James,6,0.5,108,,14.9,highest_value
Ty Jerome,5.2,0.8,14,,14.4,highest_value
CJ McCollum,4.7,1.0,57,,14.1,highest_value
Taylor Hendricks,2.8,3.0,4,,13.9,highest_value
Aaron Wiggins,2.9,2.5,1,,13.2,highest_value
