player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Jakob Poeltl,,4.1,1.7,337,,15.3,highest_value
Herbert Jones,,3.4,2.3,31,,14.6,highest_value
Kevin Durant,,5.7,0.5,1100,,14.2,highest_value
Karlo Matković,,2.8,3.0,24,,13.8,highest_value
Immanuel Quickley,,4.9,0.8,372,,13.7,highest_value
Luke Kennard,,2.7,3.0,15,,13.6,highest_value
Saddiq Bey,,4.2,1.1,942,,12.9,highest_value
Bryce McGowens,,2.6,3.0,7,,12.8,highest_value
Elijah Harkless,,2.4,3.0,3,,12.0,highest_value
Justin Champagnie,,2.6,2.5,14,,11.6,highest_value
Brandon Miller,,4.1,0.8,110,,11.4,highest_value
Moussa Diabaté,,3.1,1.6,52,,11.3,highest_value
Isaiah Collier,,3.2,1.5,172,,11.1,highest_value
