player_name,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Jalen Green,5.6,1.6,728,,21.3,highest_value
Dejounte Murray,6.7,1.1,231,,20.7,highest_value
Brice Sensabaugh,4.5,2.2,136,,18.9,highest_value
Donovan Clingan,5.4,1.0,186,,16.2,highest_value
Jalen Duren,5.7,0.7,128,,15.3,highest_value
Anthony Edwards,6.5,0.3,2000,,15,highest_value
Gui Santos,3.2,2.6,146,,14.8,highest_value
Mitchell Robinson,3.5,2.1,227,,14.5,highest_value
Javon Small,3.5,2.0,119,,14.3,highest_value
Brandon Ingram,5.3,0.7,382,,14.3,highest_value
Jrue Holiday,4.8,0.9,32,,13.9,highest_value
Marcus Sasser,2.7,3.0,2,,13.6,highest_value
Brandin Podziemski,3.9,1.4,207,,13.4,highest_value
