player_name,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Brook Lopez,3.1,3.0,29,,15.4,highest_value
Dylan Cardwell,3.3,2.7,5,,15.3,highest_value
Paul Reed,2.9,3.0,1,,14.7,highest_value
Anthony Edwards,6.4,0.2,3700,,14.2,highest_value
Saddiq Bey,4.5,1.1,165,,14.0,highest_value
Robert Williams III,3.1,2.5,9,,13.8,highest_value
Bones Hyland,2.8,3.0,73,,13.8,highest_value
Daniss Jenkins,3.1,2.5,3,,13.8,highest_value
Jericho Sims,2.7,3.0,4,,13.2,highest_value
Bryce McGowens,2.7,3.0,1,,13.1,highest_value
Malik Monk,3.2,2.0,45,,12.7,highest_value
Rudy Gobert,4.0,1.1,353,,12.5,highest_value
Norman Powell,4.4,0.8,74,,12.4,highest_value
