player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Trey Murphy III,NO,8.7,0.6,498,,22.7,highest_value
Bones Hyland,MIN,4.2,3.0,10,,20.8,highest_value
Aaron Wiggins,OKC,4.2,2.3,681,,17.9,highest_value
Keldon Johnson,SA,5.0,1.5,79,,17.4,highest_value
Jaylin Williams,OKC,3.5,3.0,125,,17.4,highest_value
Domantas Sabonis,SAC,5.2,1.0,5,,15.5,highest_value
Pete Nance,MIL,3.0,3.0,6,,15.1,highest_value
Jalen Brunson,NY,6.2,0.3,807,,15.0,highest_value
Ty Jerome,MEM,5.2,0.8,104,,14.7,highest_value
Kenrich Williams,OKC,2.9,3.0,28,,14.5,highest_value
Ron Harper Jr.,BOS,2.8,3.0,2,,13.9,highest_value
Amir Coffey,MIL,2.9,3.0,1,,13.9,highest_value
GG Jackson II,MEM,2.7,3.0,84,,13.7,highest_value
