player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Jordan Miller,,4.7,2.7,2,,22.1,highest_value
Neemias Queta,,6.2,1.5,14,,21.8,highest_value
Danny Wolf,,4.1,2.7,6,,18.5,highest_value
Walter Clayton Jr.,,3.5,3.0,4,,17.6,highest_value
Tristan da Silva,,3.6,2.9,3,,17.5,highest_value
Olivier-Maxence Prosper,,3.5,3.0,40,,17.4,highest_value
Onyeka Okongwu,,5.9,0.9,43,,17.2,highest_value
Leonard Miller,,3.4,3.0,1,,16.8,highest_value
Guerschon Yabusele,,3.1,3.0,7,,15.5,highest_value
Nique Clifford,,3.1,3.0,21,,15.3,highest_value
Brook Lopez,,2.9,3.0,5,,14.5,highest_value
Kam Jones,,2.9,3.0,5,,14.5,highest_value
Taylor Hendricks,,2.9,3.0,5,,14.0,highest_value
