player_name,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Paul Reed,3.9,2.9,424,,19.3,highest_value
Grant Williams,3.8,3.0,4,,18.8,highest_value
Bennedict Mathurin,5.5,1.4,20,,18.7,highest_value
Bruce Brown,3.7,2.7,12,,17.4,highest_value
Cade Cunningham,7.4,0.2,1200,,16.3,highest_value
Kevin Durant,6.4,0.5,496,,15.9,highest_value
Precious Achiuwa,3.2,2.9,4,,15.7,highest_value
Maxime Raynaud,3.6,2.4,42,,15.7,highest_value
Jarace Walker,3.3,2.6,276,,15.2,highest_value
Will Richard,3.0,3.0,2,,15.1,highest_value
Ben Sheppard,3.0,3.0,5,,14.8,highest_value
Julian Strawther,2.9,3.0,4,,14.5,highest_value
Sam Hauser,3.2,2.4,5,,14.2,highest_value
