player_name,team,actual_rs,actual_card_boost,drafts,avg_finish,total_value,source
Cason Wallace,OKC,5.8,2.2,139,,24.2,highest_value
Jonathan Kuminga,ATL,5.8,2.1,10,,23.8,highest_value
Jaden McDaniels,MIN,7.0,1.2,162,,22.4,highest_value
Micah Potter,IND,4.1,3.0,1,,20.4,highest_value
Brandon Williams,DAL,4.2,1.9,7,,16.5,highest_value
Isaiah Joe,OKC,3.7,2.3,155,,15.7,highest_value
Dean Wade,CLE,3.3,3.0,3,,15.7,highest_value
Matas Buzelis,CHI,4.6,1.4,20,,15.6,highest_value
Kris Murray,POR,3.1,3.0,1,,15.5,highest_value
Gui Santos,GS,3.1,3.0,249,,15.5,highest_value
Wendell Carter Jr.,ORL,4.1,1.6,24,,14.9,highest_value
Kevin Porter Jr.,MIL,5.9,0.5,75,,14.8,highest_value
Kam Jones,IND,2.9,3.0,4,,14.6,highest_value
